ID,MaterialType
32140,BOOK
32141,BOOK
32142,VIDEOCASS
32143,BOOK
32144,VIDEOCASS
32145,VIDEOCASS
32146,BOOK
32147,BOOK
32148,SOUNDDISC
32149,SOUNDDISC
32150,VIDEOCASS
32151,BOOK
32152,VIDEOCASS
32153,BOOK
32154,BOOK
32155,SOUNDDISC
32156,BOOK
32157,BOOK
32158,SOUNDDISC
32159,BOOK
32160,VIDEOCASS
32161,BOOK
32162,BOOK
32163,BOOK
32164,BOOK
32165,BOOK
32166,BOOK
32167,BOOK
32168,SOUNDDISC
32169,BOOK
32170,SOUNDDISC
32171,SOUNDDISC
32172,SOUNDDISC
32173,BOOK
32174,SOUNDDISC
32175,SOUNDCASS
32176,VIDEOCASS
32177,SOUNDDISC
32178,BOOK
32179,SOUNDDISC
32180,SOUNDDISC
32181,BOOK
32182,BOOK
32183,BOOK
32184,BOOK
32185,BOOK
32186,BOOK
32187,VIDEOCASS
32188,SOUNDDISC
32189,CR
32190,BOOK
32191,VIDEODISC
32192,SOUNDDISC
32193,BOOK
32194,SOUNDCASS
32195,VIDEODISC
32196,SOUNDDISC
32197,BOOK
32198,BOOK
32199,SOUNDDISC
32200,VIDEOCASS
32201,SOUNDDISC
32202,BOOK
32203,SOUNDDISC
32204,SOUNDDISC
32205,SOUNDDISC
32206,BOOK
32207,SOUNDDISC
32208,BOOK
32209,BOOK
32210,VIDEOCASS
32211,SOUNDDISC
32212,BOOK
32213,BOOK
32214,BOOK
32215,BOOK
32216,SOUNDCASS
32217,VIDEOCASS
32218,BOOK
32219,BOOK
32220,BOOK
32221,BOOK
32222,BOOK
32223,SOUNDDISC
32224,SOUNDDISC
32225,VIDEOCASS
32226,BOOK
32227,SOUNDDISC
32228,SOUNDDISC
32229,SOUNDDISC
32230,BOOK
32231,VIDEODISC
32232,BOOK
32233,BOOK
32234,SOUNDDISC
32235,BOOK
32236,BOOK
32237,BOOK
32238,SOUNDDISC
32239,BOOK
32240,SOUNDDISC
32241,BOOK
32242,BOOK
32243,SOUNDDISC
32244,BOOK
32245,BOOK
32246,BOOK
32247,BOOK
32248,BOOK
32249,BOOK
32250,VIDEODISC
32251,VIDEOCASS
32252,BOOK
32253,BOOK
32254,SOUNDDISC
32255,BOOK
32256,BOOK
32257,BOOK
32258,BOOK
32259,SOUNDDISC
32260,SOUNDDISC
32261,SOUNDDISC
32262,BOOK
32263,BOOK
32264,BOOK
32265,BOOK
32266,SOUNDDISC
32267,BOOK
32268,SOUNDDISC
32269,VIDEOCASS
32270,SOUNDDISC
32271,SOUNDCASS
32272,SOUNDDISC
32273,VIDEOCASS
32274,VIDEOCASS
32275,BOOK
32276,MIXED
32277,BOOK
32278,SOUNDCASS
32279,BOOK
32280,BOOK
32281,SOUNDDISC
32282,BOOK
32283,BOOK
32284,SOUNDDISC
32285,BOOK
32286,SOUNDDISC
32287,BOOK
32288,SOUNDDISC
32289,BOOK
32290,SOUNDDISC
32291,BOOK
32292,BOOK
32293,BOOK
32294,SOUNDDISC
32295,BOOK
32296,SOUNDDISC
32297,BOOK
32298,BOOK
32299,VIDEOCASS
32300,BOOK
32301,BOOK
32302,BOOK
32303,SOUNDDISC
32304,SOUNDDISC
32305,MIXED
32306,SOUNDDISC
32307,VIDEOCASS
32308,VIDEODISC
32309,BOOK
32310,SOUNDDISC
32311,BOOK
32312,VIDEODISC
32313,VIDEODISC
32314,BOOK
32315,BOOK
32316,BOOK
32317,BOOK
32318,BOOK
32319,BOOK
32320,SOUNDDISC
32321,BOOK
32322,SOUNDDISC
32323,SOUNDDISC
32324,VIDEODISC
32325,BOOK
32326,BOOK
32327,BOOK
32328,SOUNDDISC
32329,SOUNDDISC
32330,BOOK
32331,SOUNDDISC
32332,BOOK
32333,SOUNDDISC
32334,BOOK
32335,SOUNDDISC
32336,SOUNDCASS
32337,SOUNDDISC
32338,SOUNDDISC
32339,BOOK
32340,SOUNDDISC
32341,SOUNDCASS
32342,BOOK
32343,BOOK
32344,BOOK
32345,SOUNDDISC
32346,BOOK
32347,BOOK
32348,BOOK
32349,SOUNDDISC
32350,CR
32351,SOUNDCASS
32352,BOOK
32353,BOOK
32354,SOUNDDISC
32355,BOOK
32356,VIDEOCASS
32357,SOUNDDISC
32358,SOUNDDISC
32359,BOOK
32360,VIDEOCASS
32361,BOOK
32362,SOUNDDISC
32363,VIDEOCASS
32364,BOOK
32365,SOUNDDISC
32366,BOOK
32367,VIDEOCASS
32368,BOOK
32369,VIDEOCASS
32370,SOUNDDISC
32371,BOOK
32372,BOOK
32373,BOOK
32374,BOOK
32375,SOUNDDISC
32376,SOUNDDISC
32377,SOUNDDISC
32378,SOUNDDISC
32379,SOUNDDISC
32380,BOOK
32381,SOUNDDISC
32382,BOOK
32383,BOOK
32384,SOUNDDISC
32385,BOOK
32386,BOOK
32387,VIDEOCASS
32388,SOUNDDISC
32389,SOUNDDISC
32390,BOOK
32391,SOUNDCASS
32392,BOOK
32393,BOOK
32394,BOOK
32395,BOOK
32396,BOOK
32397,BOOK
32398,BOOK
32399,BOOK
32400,BOOK
32401,BOOK
32402,BOOK
32403,SOUNDDISC
32404,BOOK
32405,BOOK
32406,BOOK
32407,SOUNDDISC
32408,BOOK
32409,MUSIC
32410,BOOK
32411,BOOK
32412,SOUNDDISC
32413,SOUNDDISC
32414,BOOK
32415,BOOK
32416,BOOK
32417,BOOK
32418,BOOK
32419,BOOK
32420,BOOK
32421,BOOK
32422,BOOK
32423,BOOK
32424,BOOK
32425,BOOK
32426,BOOK
32427,VIDEOCASS
32428,SOUNDDISC
32429,BOOK
32430,SOUNDDISC
32431,BOOK
32432,BOOK
32433,BOOK
32434,SOUNDDISC
32435,BOOK
32436,SOUNDDISC
32437,SOUNDDISC
32438,BOOK
32439,BOOK
32440,SOUNDDISC
32441,BOOK
32442,BOOK
32443,BOOK
32444,SOUNDDISC
32445,VIDEOCASS
32446,BOOK
32447,SOUNDDISC
32448,SOUNDDISC
32449,BOOK
32450,BOOK
32451,BOOK
32452,SOUNDDISC
32453,SOUNDDISC
32454,BOOK
32455,BOOK
32456,BOOK
32457,SOUNDDISC
32458,VIDEODISC
32459,SOUNDDISC
32460,SOUNDDISC
32461,VIDEOCASS
32462,BOOK
32463,BOOK
32464,BOOK
32465,BOOK
32466,BOOK
32467,BOOK
32468,BOOK
32469,BOOK
32470,BOOK
32471,BOOK
32472,SOUNDDISC
32473,BOOK
32474,BOOK
32475,BOOK
32476,BOOK
32477,BOOK
32478,SOUNDDISC
32479,SOUNDDISC
32480,VIDEOCASS
32481,BOOK
32482,BOOK
32483,BOOK
32484,SOUNDDISC
32485,BOOK
32486,BOOK
32487,BOOK
32488,BOOK
32489,SOUNDDISC
32490,VIDEOCASS
32491,BOOK
32492,BOOK
32493,VIDEOCASS
32494,SOUNDDISC
32495,SOUNDDISC
32496,BOOK
32497,SOUNDCASS
32498,BOOK
32499,SOUNDDISC
32500,BOOK
32501,SOUNDDISC
32502,BOOK
32503,BOOK
32504,BOOK
32505,BOOK
32506,BOOK
32507,BOOK
32508,BOOK
32509,VIDEODISC
32510,SOUNDDISC
32511,VIDEODISC
32512,CR
32513,BOOK
32514,BOOK
32515,BOOK
32516,VIDEOCASS
32517,BOOK
32518,BOOK
32519,SOUNDCASS
32520,SOUNDDISC
32521,BOOK
32522,BOOK
32523,BOOK
32524,BOOK
32525,BOOK
32526,SOUNDDISC
32527,BOOK
32528,BOOK
32529,BOOK
32530,BOOK
32531,BOOK
32532,BOOK
32533,BOOK
32534,BOOK
32535,BOOK
32536,BOOK
32537,SOUNDDISC
32538,VIDEODISC
32539,BOOK
32540,SOUNDDISC
32541,BOOK
32542,SOUNDDISC
32543,BOOK
32544,SOUNDDISC
32545,MIXED
32546,BOOK
32547,BOOK
32548,BOOK
32549,BOOK
32550,BOOK
32551,SOUNDDISC
32552,BOOK
32553,BOOK
32554,VIDEOCASS
32555,BOOK
32556,SOUNDCASS
32557,BOOK
32558,SOUNDDISC
32559,BOOK
32560,BOOK
32561,BOOK
32562,SOUNDDISC
32563,BOOK
32564,BOOK
32565,BOOK
32566,BOOK
32567,SOUNDDISC
32568,BOOK
32569,SOUNDDISC
32570,BOOK
32571,BOOK
32572,VIDEOCASS
32573,SOUNDDISC
32574,BOOK
32575,VIDEOCASS
32576,SOUNDDISC
32577,SOUNDDISC
32578,BOOK
32579,BOOK
32580,BOOK
32581,VIDEODISC
32582,SOUNDDISC
32583,SOUNDDISC
32584,BOOK
32585,BOOK
32586,BOOK
32587,BOOK
32588,BOOK
32589,BOOK
32590,SOUNDDISC
32591,BOOK
32592,SOUNDCASS
32593,SOUNDDISC
32594,BOOK
32595,SOUNDDISC
32596,BOOK
32597,MIXED
32598,BOOK
32599,BOOK
32600,BOOK
32601,BOOK
32602,BOOK
32603,SOUNDDISC
32604,SOUNDDISC
32605,BOOK
32606,VIDEODISC
32607,BOOK
32608,BOOK
32609,BOOK
32610,BOOK
32611,BOOK
32612,BOOK
32613,BOOK
32614,BOOK
32615,SOUNDCASS
32616,BOOK
32617,BOOK
32618,BOOK
32619,BOOK
32620,SOUNDDISC
32621,BOOK
32622,BOOK
32623,BOOK
32624,BOOK
32625,SOUNDDISC
32626,BOOK
32627,BOOK
32628,VIDEOCASS
32629,SOUNDDISC
32630,SOUNDCASS
32631,SOUNDDISC
32632,SOUNDDISC
32633,BOOK
32634,BOOK
32635,BOOK
32636,BOOK
32637,BOOK
32638,VIDEOCASS
32639,BOOK
32640,SOUNDDISC
32641,BOOK
32642,VIDEODISC
32643,BOOK
32644,BOOK
32645,SOUNDDISC
32646,BOOK
32647,BOOK
32648,MUSIC
32649,SOUNDDISC
32650,BOOK
32651,BOOK
32652,BOOK
32653,BOOK
32654,BOOK
32655,SOUNDDISC
32656,SOUNDDISC
32657,VIDEOCASS
32658,BOOK
32659,SOUNDDISC
32660,BOOK
32661,VIDEODISC
32662,SOUNDDISC
32663,SOUNDCASS
32664,BOOK
32665,SOUNDDISC
32666,SOUNDDISC
32667,SOUNDDISC
32668,SOUNDDISC
32669,BOOK
32670,SOUNDDISC
32671,SOUNDDISC
32672,BOOK
32673,BOOK
32674,BOOK
32675,BOOK
32676,BOOK
32677,BOOK
32678,BOOK
32679,BOOK
32680,SOUNDDISC
32681,SOUNDDISC
32682,VIDEOCASS
32683,VIDEOCASS
32684,SOUNDDISC
32685,BOOK
32686,SOUNDDISC
32687,BOOK
32688,BOOK
32689,BOOK
32690,BOOK
32691,SOUNDDISC
32692,SOUNDDISC
32693,BOOK
32694,BOOK
32695,BOOK
32696,SOUNDDISC
32697,BOOK
32698,VIDEOCASS
32699,BOOK
32700,BOOK
32701,BOOK
32702,BOOK
32703,BOOK
32704,VIDEOCASS
32705,SOUNDDISC
32706,BOOK
32707,BOOK
32708,BOOK
32709,SOUNDDISC
32710,BOOK
32711,BOOK
32712,BOOK
32713,SOUNDDISC
32714,SOUNDDISC
32715,BOOK
32716,BOOK
32717,BOOK
32718,BOOK
32719,VIDEOCASS
32720,BOOK
32721,BOOK
32722,BOOK
32723,VIDEODISC
32724,SOUNDDISC
32725,SOUNDDISC
32726,BOOK
32727,BOOK
32728,SOUNDDISC
32729,SOUNDDISC
32730,VIDEOCASS
32731,BOOK
32732,BOOK
32733,BOOK
32734,BOOK
32735,BOOK
32736,BOOK
32737,SOUNDDISC
32738,BOOK
32739,SOUNDDISC
32740,VIDEOCASS
32741,VIDEODISC
32742,BOOK
32743,BOOK
32744,BOOK
32745,BOOK
32746,BOOK
32747,BOOK
32748,BOOK
32749,SOUNDDISC
32750,BOOK
32751,BOOK
32752,BOOK
32753,BOOK
32754,SOUNDDISC
32755,BOOK
32756,BOOK
32757,BOOK
32758,BOOK
32759,VIDEOCASS
32760,SOUNDDISC
32761,SOUNDDISC
32762,BOOK
32763,BOOK
32764,SOUNDDISC
32765,BOOK
32766,VIDEOCASS
32767,BOOK
32768,BOOK
32769,BOOK
32770,BOOK
32771,BOOK
32772,BOOK
32773,BOOK
32774,BOOK
32775,BOOK
32776,BOOK
32777,BOOK
32778,BOOK
32779,SOUNDDISC
32780,BOOK
32781,SOUNDDISC
32782,VIDEOCASS
32783,BOOK
32784,SOUNDDISC
32785,SOUNDCASS
32786,BOOK
32787,BOOK
32788,BOOK
32789,BOOK
32790,SOUNDDISC
32791,BOOK
32792,SOUNDDISC
32793,BOOK
32794,BOOK
32795,BOOK
32796,BOOK
32797,BOOK
32798,BOOK
32799,BOOK
32800,BOOK
32801,BOOK
32802,BOOK
32803,VIDEOCASS
32804,BOOK
32805,SOUNDDISC
32806,SOUNDDISC
32807,BOOK
32808,SOUNDDISC
32809,BOOK
32810,BOOK
32811,BOOK
32812,SOUNDDISC
32813,VIDEODISC
32814,BOOK
32815,BOOK
32816,BOOK
32817,BOOK
32818,BOOK
32819,BOOK
32820,BOOK
32821,VIDEOCASS
32822,SOUNDDISC
32823,BOOK
32824,BOOK
32825,SOUNDDISC
32826,BOOK
32827,BOOK
32828,BOOK
32829,VIDEOCASS
32830,BOOK
32831,BOOK
32832,BOOK
32833,VIDEODISC
32834,SOUNDDISC
32835,BOOK
32836,BOOK
32837,SOUNDDISC
32838,BOOK
32839,SOUNDDISC
32840,BOOK
32841,BOOK
32842,BOOK
32843,SOUNDDISC
32844,VIDEODISC
32845,VIDEODISC
32846,BOOK
32847,SOUNDDISC
32848,BOOK
32849,BOOK
32850,BOOK
32851,SOUNDDISC
32852,SOUNDDISC
32853,SOUNDDISC
32854,BOOK
32855,SOUNDDISC
32856,VIDEODISC
32857,SOUNDDISC
32858,VIDEOCASS
32859,BOOK
32860,VIDEODISC
32861,SOUNDDISC
32862,BOOK
32863,BOOK
32864,BOOK
32865,BOOK
32866,BOOK
32867,BOOK
32868,BOOK
32869,MIXED
32870,BOOK
32871,VIDEOCASS
32872,BOOK
32873,VIDEOCASS
32874,BOOK
32875,BOOK
32876,BOOK
32877,BOOK
32878,BOOK
32879,BOOK
32880,BOOK
32881,SOUNDDISC
32882,BOOK
32883,SOUNDDISC
32884,SOUNDDISC
32885,SOUNDDISC
32886,MIXED
32887,BOOK
32888,BOOK
32889,BOOK
32890,BOOK
32891,BOOK
32892,BOOK
32893,BOOK
32894,BOOK
32895,BOOK
32896,SOUNDDISC
32897,BOOK
32898,BOOK
32899,BOOK
32900,VIDEODISC
32901,BOOK
32902,VIDEODISC
32903,SOUNDDISC
32904,BOOK
32905,BOOK
32906,BOOK
32907,SOUNDDISC
32908,BOOK
32909,SOUNDDISC
32910,BOOK
32911,BOOK
32912,BOOK
32913,BOOK
32914,BOOK
32915,BOOK
32916,BOOK
32917,BOOK
32918,SOUNDDISC
32919,BOOK
32920,BOOK
32921,BOOK
32922,BOOK
32923,SOUNDCASS
32924,MIXED
32925,BOOK
32926,SOUNDDISC
32927,SOUNDDISC
32928,BOOK
32929,SOUNDDISC
32930,VIDEOCASS
32931,SOUNDDISC
32932,SOUNDDISC
32933,BOOK
32934,BOOK
32935,BOOK
32936,BOOK
32937,BOOK
32938,BOOK
32939,SOUNDDISC
32940,SOUNDDISC
32941,BOOK
32942,SOUNDDISC
32943,BOOK
32944,VIDEOCASS
32945,VIDEOCASS
32946,SOUNDDISC
32947,BOOK
32948,VIDEODISC
32949,SOUNDDISC
32950,BOOK
32951,BOOK
32952,BOOK
32953,BOOK
32954,BOOK
32955,SOUNDDISC
32956,SOUNDDISC
32957,VIDEODISC
32958,SOUNDDISC
32959,VIDEOCASS
32960,BOOK
32961,BOOK
32962,MIXED
32963,BOOK
32964,BOOK
32965,SOUNDDISC
32966,VIDEOCASS
32967,BOOK
32968,BOOK
32969,BOOK
32970,BOOK
32971,VIDEOCASS
32972,SOUNDDISC
32973,BOOK
32974,BOOK
32975,BOOK
32976,BOOK
32977,BOOK
32978,BOOK
32979,BOOK
32980,BOOK
32981,BOOK
32982,BOOK
32983,BOOK
32984,VIDEODISC
32985,SOUNDDISC
32986,VIDEODISC
32987,BOOK
32988,SOUNDDISC
32989,VIDEOCASS
32990,BOOK
32991,BOOK
32992,BOOK
32993,BOOK
32994,BOOK
32995,BOOK
32996,MIXED
32997,BOOK
32998,BOOK
32999,BOOK
33000,BOOK
33001,BOOK
33002,MUSIC
33003,BOOK
33004,BOOK
33005,BOOK
33006,VIDEOCASS
33007,SOUNDDISC
33008,VIDEOCASS
33009,SOUNDDISC
33010,SOUNDDISC
33011,SOUNDDISC
33012,SOUNDDISC
33013,SOUNDDISC
33014,VIDEOCASS
33015,BOOK
33016,SOUNDDISC
33017,BOOK
33018,BOOK
33019,VIDEOCASS
33020,BOOK
33021,BOOK
33022,BOOK
33023,BOOK
33024,BOOK
33025,VIDEOCASS
33026,MIXED
33027,VIDEOCASS
33028,BOOK
33029,BOOK
33030,BOOK
33031,BOOK
33032,BOOK
33033,BOOK
33034,SOUNDDISC
33035,BOOK
33036,BOOK
33037,BOOK
33038,BOOK
33039,SOUNDDISC
33040,VIDEOCASS
33041,BOOK
33042,SOUNDCASS
33043,SOUNDDISC
33044,BOOK
33045,BOOK
33046,SOUNDDISC
33047,BOOK
33048,SOUNDDISC
33049,SOUNDDISC
33050,SOUNDDISC
33051,SOUNDDISC
33052,BOOK
33053,BOOK
33054,VIDEOCASS
33055,BOOK
33056,BOOK
33057,BOOK
33058,BOOK
33059,SOUNDDISC
33060,BOOK
33061,BOOK
33062,BOOK
33063,BOOK
33064,BOOK
33065,BOOK
33066,SOUNDDISC
33067,SOUNDDISC
33068,SOUNDDISC
33069,SOUNDDISC
33070,SOUNDDISC
33071,BOOK
33072,SOUNDCASS
33073,BOOK
33074,SOUNDDISC
33075,SOUNDDISC
33076,BOOK
33077,BOOK
33078,VIDEOCASS
33079,VIDEOCASS
33080,BOOK
33081,BOOK
33082,VIDEOCASS
33083,BOOK
33084,SOUNDDISC
33085,BOOK
33086,BOOK
33087,BOOK
33088,BOOK
33089,BOOK
33090,VIDEOCASS
33091,BOOK
33092,BOOK
33093,BOOK
33094,VIDEODISC
33095,BOOK
33096,BOOK
33097,BOOK
33098,BOOK
33099,BOOK
33100,BOOK
33101,BOOK
33102,BOOK
33103,BOOK
33104,SOUNDDISC
33105,BOOK
33106,VIDEOCASS
33107,BOOK
33108,BOOK
33109,BOOK
33110,BOOK
33111,SOUNDCASS
33112,BOOK
33113,BOOK
33114,BOOK
33115,BOOK
33116,BOOK
33117,BOOK
33118,BOOK
33119,BOOK
33120,BOOK
33121,BOOK
33122,SOUNDDISC
33123,BOOK
33124,SOUNDDISC
33125,VIDEOCASS
33126,BOOK
33127,VIDEOCASS
33128,SOUNDDISC
